spotify_id,artist_name,track_name,class
5BFIL8IqUPWeqjCW3h6DZa,Tones And I,Just a Mess,9.0
,Duster Bennett,It's A Man Down There - Single Version,2.0
0LSzBkkQZZkwV656r6etLg,grandson,Bury Me Face Down,10.0
2yE3bwbhqypdsuhmv48Svn,Stiff Little Fingers,Alternative Ulster,10.0
6SDAyY4qCtrsTbXGklYJB4,Eric Church,Where I Wanna Be,1.0
7Az7CZGlPdRMq8E4rfOAS3,The Goo Goo Dolls,Miracle Pill,9.0
6gzPmb75SbQGuCWwtAoutC,Duponte et Duponte,Chimes,7.0
4UmELaFGGfsLbN1P5kH5Ax,Dark Funeral,The Secrets of the Black Arts,8.0
3tn5eJxxrG6RmKQcxRaCXG,Inhaler,Who's Your Money On? (Plastic House),1.0
6fqeBYpDjHcCTtIfZ4L9i0,Vinny Virgo,Shot Down,2.0
6y1VgzDEKFAvQLGcDJL91I,Empyrium,A Lucid Tower Beckons on the Hills Afar,8.0
3IV4swNduIRunHREK80owz,Limp Bizkit,Rollin' (Air Raid Vehicle),10.0
,A Bird Could Love a Fish,Lissie,0.0
2mtvWF1oP5ldivorZ9ibVp,Vance Joy,Missing Piece,0.0
5eSUQMeQBwwNMpZ8hkcBax,Passenger,The Way That I Love You - single version,9.0
1P7QsV7OG46lyLy85Mmd2v,Lurrie Bell,I Feel so Good,2.0
1xolJCHO0WZvqVdu6buLk7,Dead by April,Heartbeat Failing,8.0
4ezafcOuI5em8LoE2xxnpv,Xzibit,What U See Is What U Get,5.0
3T3iCZULNEx14JKmtm12PJ,408,Signal Mara,9.0
5icOoE6VgqFKohjWWNp0Ac,Marshmello,Here With Me,9.0
2NZo2ZK5AgUgIuVGsraMq5,Allysha Joy,Light It Again - Radio Edit,1.0
,Yoni Rechter,שוב היא כאן,10.0
5H0laZ62yDUPuKvHef8niK,Small Faces,Itchycoo Park,1.0
,Itay Levi,אם העולם יגמר,9.0
0Bpg6eAXwcwJRKO6VySUJo,Tropidelic,Sunny Days (with Devin The Dude),10.0
0otTCVBZRpLduHl1ogOJ0y,Karen Lovely,Fish Outta Water,2.0
4Yz0HakUk53fyBt0b8qLky,Onlap,My Generation,8.0
0giZpwlfUQCjtYTWkmMSyq,David Shaw,Got Me Feeling Good,10.0
7hYOjbDYBvUk7RymZ82To3,Blind Lemon Jefferson,Match Box Blues (4446),2.0
4ELmykSaWrdjQS5iADqHxS,Moneybagg Yo,Hard For The Next (with Future),5.0
032OUXmSVtzXyU9G1AX4Bf,Ablaye Cissoko,Signare,7.0
2VbIou1DtUewZVgfte6kIW,Digitalism,Idealistic,1.0
,BARON.E,SÉMANTIQUE,6.0
1kyIGyqSvT0pdcDdSwFAMV,Paulo Mendonca,Mindcontrol,10.0
5by3w3NXvwDpV9FBSOR35u,The Velvet Underground,Heroin,1.0
,Lata Mangeshkar,Maye Ni Maye-Lata Mangeshkar,3.0
0M40TJrYk8d8mdSpEmSIzN,PURRS,Sink,10.0
4sfMowUypofdl77tLevFCa,Revenge Wife,Home,9.0
6BYULU1d4pbArOI3Y67k1N,"Emerson, Lake & Palmer",Tarkus,10.0
70WSr32oW4jC1na5I0j0D6,The Brian Jonestown Massacre,Anemone,6.0
0dzglh5h1n8Jggd7rBbR8P,Joyous Wolf,Quiet Heart,10.0
3htVOUt4zoFthJhqtJMGTo,Elvis Presley,Blue Suede Shoes - Remastered,10.0
7KMtylcMG2rFl5b7p9SlkK,Enemy Inside,Release Me,8.0
3Ye5icBka8ODjcaEQakPvZ,Royal Blood,Oblivion,9.0
3uXzuLlEEdMzlxKtXGRnzI,Black Marble,In Manchester,6.0
0oPcNTwHKpYnDZfkcdOsiA,Filter,Welcome to the Fold,10.0
2zSqmJ6gsjIvcpF5YQIcfG,Xile,Hollow Point,8.0
,Zor Beyler,Gözündeki Yaşlarına,10.0
1zVMJGPMWKmD4cjTTyf68y,Boney M.,Rasputin - Club Mix,9.0
,Shai Tsabari,דע,10.0
6peVCJCHKSJBMggL6ndtbB,Plants and Animals,Le Queens,1.0
5ZKVNTG7yu7gbX4vryqS2X,N.O.R.E.,Nothin',5.0
1GRhaYc10onqbqETW9xe6t,MOLYBARON,Amongst The Boys And The Dead Flowers,8.0
,Joel Hoekstra’s 13,Hard to Say Goodbye,10.0
62gXunDNBHEZcO3CNTVNlS,Sleeping Wolf,You Don't Know What It's Like,10.0
2UayKZmrsYyjNj6T8frugJ,Jonathan Richman,I Was Dancing In The Lesbian Bar,6.0
4yyMSzgJuVRaXyngoa86q1,Itamar,Tomorrow Was Today,6.0
3oQwXt7JKoPdPbLtsHZno0,Mukesh,Chal Ri Sajni Ab Kya Soche,3.0
2GI0AwCcgNFNWG2PT2CfnG,Prong,Beg To Differ,8.0
5p3JunprHCxClJjOmcLV8G,Lou Reed,Walk on the Wild Side,6.0
5me5yFJlnKZr2spcxSbCTW,spill tab,PISTOLWHIP,6.0
0259eSt61D349yZvwily88,AriBeatz,Aquí (feat. Ozuna & Soolking),9.0
1Pu9MGCLDyXl831gq5HwO6,We Butter The Bread With Butter,Klicks. Likes. Fame. Geil!,8.0
2cFNOtx58YL3FmIdL29tOl,Circles Around The Sun,Gilbert's Groove (feat. Neal Casal),10.0
4uEj6vnaMAb7oOrfnyJTyv,Mukesh,Dost Dost Na Raha Pyar Pyar Na Raha,3.0
4ka6zxv0KbqWnNC1xIb06C,Skiifall,Bentayga Dust,5.0
6MTfKxsjHEsH8GtHfKEXAA,Zero 9:36,The End,10.0
4yx5Y1sCmLplAyAst1zNIP,Siouxsie and the Banshees,Hong Kong Garden,6.0
,Derby Motoreta’s Burrito Kachimba,El Valle,10.0
53fIluEA1o43sxC3H5740i,Mauricio Galbardi,Caricia,7.0
,Wait for You,Ocie Elliott,0.0
77QqkYm8HV0ttONtStqMZc,L.A. WITCH,Sleep,1.0
,Snoop Dogg,Snoop Bounce,10.0
3m8sxh3LPR5crLvL7QvCgp,Britney Spears,Mmm Papi,9.0
10X78vVJMO69ikNBYEqq8U,Resolve,Seasick Sailor,10.0
3X7uRn3yWJDyKLA4moVSqE,Adi-Keshet Cohen,Battleships,6.0
6NF6fUchK9oEpxkT8AVDgz,Yuksek,Tonight,1.0
38G8I0Ittq7orJRhE3AanT,DJ BORING,Gardenia,1.0
0gljI0CtjpdZK6ecidfxto,Tone-Loc,Wild Thing,5.0
2oiQVeAF4NRrpjWSnCkheB,Love Fame Tragedy,5150,6.0
7ykAoOUwjYSzqinw4Sk7vc,Fate DeStroyed,Crave,8.0
2dJuyVPol0mFK9uf7aCpAc,Billie Marten,Live,6.0
644JmyPmcLZThSpjEVTH2Q,Holding Absence,Beyond Belief,10.0
0K0JJ3QZEHYhBwkE21L2HZ,easy life,skeletons,9.0
4vIzxf0yVHqTGSQxXUSy6L,FishXGrits,The Sequel,9.0
7m7XMDBYgLFauv82VGqM44,Hot Chip,Boy From School - Erol Alkan's Extended Re-Work,1.0
0lIoY4ZQsdn5QzhraM9o9u,Patti Smith,Because the Night,6.0
7rY8Iw9HQtmLMDVe6wQ4f3,Amy Allen,Difficult,9.0
,Idan Amedi,בזמן האחרון,9.0
4LceJBUKg3AWWhqU1AvLC4,Edge Of Sanity,Black Tears,8.0
2Jy4EdqIZswDZvVDh5dx3A,JAE5,Dimension (feat. Skepta & Rema),9.0
42o73NUStZDhMYeW7lRLnm,morgxn,LOSING MYSELF,1.0
4o6k1XHlrIZay8v1m5VU83,Volbeat,A Warrior's Call,10.0
5rJbBdz2yN7ZPIPjX70Foq,Danny Kroha,Detroit Blues,2.0
0TNeLHltvZUDZq9LSLyPWm,Otherkin,Treat Me So Bad,6.0
61MZN0yyMWSEwrLPUUGfgJ,Ramones,Sheena Is a Punk Rocker - 2017 Remaster,10.0
4G3Nnoae2XF1cdbdgATKKq,Angel Witch,Angel Witch,8.0
5jhfa76FhqtD3Boij6MAKS,Cake,Love You Madly,10.0
01gKNmAb8kQ505xAD5M0L1,Jazzbois,Live & Direct - Live,5.0
3f9Xt5Bcu1QooplxlTPEtb,Cavetown,Ur Gonna Wish U Believed Me,9.0
7pepl08YPjjhGxDIJUJ5rg,tiger bae,Where is the night flame,9.0
7ywlnXV5O0h8T5pCRUN1f5,R.E.M.,"What's The Frequency, Kenneth?",10.0
7aoQKm7L9RGg5VxYitUkEG,Liz Lawrence,California Screaming,6.0
0hoRmVUp5cZ1empu0nSHU8,Brandi Carlile,Every Time I Hear That Song,9.0
2RGoQSyesiUe15WN5ybjKw,Twinkle,Terry,6.0
7r5wep1TKafUObN3pEBFaW,Theory of a Deadman,Strangers (feat. Zero 9:36),10.0
7lgo1VIqBCRIPHIIVW9zUX,R. D. Burman,"Aandhi Theme, Pt. 2 - Instrumental",3.0
1wgPsruWiUSxgeFel6L7t5,Humble Pie,Desperation (Stereo Version),2.0
1HysgmozgWjfu83BAbEdtc,Salcao,Davos,7.0
2hVKFfp7Rmr2XPK31jFCrX,A Day To Remember,Mindreader,10.0
6tExkZ1QeT6QjXxgpwA2ct,Counting Crows,"Mr. Jones - Live At Chelsea Studios, New York/1997",10.0
,Hanan Ben Ari,בשורות טובות,9.0
19Shlms2uTnOjIUg50TXzd,Fleetwood Mac,Never Going Back Again - 2004 Remaster,0.0
2cnKST6T9qUo2i907lm8zX,J. Cole,a m a r i,5.0
6GWIbQgl3WyvKPRCcSTOIY,Nikonn,Every Start Has an End,6.0
60FJeNTK5edr72G2xtCWuP,The Interrupters,She's Kerosene,10.0
2pPWGBZzE1h46lgYv6CgYn,Haiva Ru,Work It On Out,9.0
,Willie Dixon,"I Can't Quit You, Baby",2.0
1CgGro1rXhkxs7LviofPyT,Ana Popovic,She Was a Doorman,2.0
5huSgTVqBdIJTFhpShJfcg,Living Colour,Love Rears Its Ugly Head,8.0
0evOmsnfWAqsGJlSTICgz7,Halflives,Rockstar Everyday,10.0
0k8yaziKe1VHprtyeYsR7H,Sixth Street Quartet,Freddie Freeloader,7.0
02M384e2IGqWVmzjTlgqoC,The Recall,can you hear me,1.0
3q6wLmKG8EalzV3bcxNmQt,Karl Hector & The Malcouns,Mother Seletta,10.0
5qm0KiVKMXW1kq6VrnIhz5,Eric Johnson,Cliffs Of Dover - Instrumental,10.0
69rTivvBwfdJziO9t67zNU,Coldplay,Higher Power,1.0
278Ao6KQDxWGGszv24uvhI,Green Day,Bang Bang,10.0
5Bs1pw78Y84wmLdukRjIX4,The Detroit Cobras,Cha Cha Twist,1.0
,"Westlife, Quiz & Larossi",You Light Up My Life,9.0
1zwfiidcQ1a5c1oLsXOnRv,Adam Baldych,Clouds,6.0
2spKTHzzPhXETINp5L43JY,Andy Miller Group,If You Say Goodbye,7.0
,Chava Alberstein,כמו צמח בר,10.0
75tCX7RI0eqD99yHMS8h4w,The Cult,Wild Flower,10.0
,Ozzy Osbourne,"Mama, I'm Coming Home",8.0
0Kqrl51QzMo5gtgucoIMzz,The Rolling Stones,Ruby Tuesday,0.0
7bNvUAHtAVDee8w6SS6r0S,The Lone Bellow,Dried Up River,1.0
047ghmBqV2962LxO24aUm9,Fantastic Negrito,Root City,2.0
4PMbTR9pga2wgf0sQi2BsW,Bon Jovi,Lie To Me,10.0
7BdXiDH2bPhBuPP2jTwRZB,JP Saxe,The Few Things,6.0
5QSUroBMs5XaGfNqzObDEs,Vandenberg,Sonnen Diamant,7.0
4hZiDVgUkLXvA9ZD3PurkI,Cage The Elephant,In One Ear,10.0
1ZaxUokPjgc4Po18K7t7LW,Mudvayne,King Of Pain,8.0
4N35vPdS6hIfr1AjEHjYWp,Spiritual Beggars,Wise As a Serpent,10.0
7kxfWvj6u9oWQ5C36kMtGb,Alter Bridge,Watch Over You,10.0
3nF2dUEgKng9mkcF0upDTW,daysormay,The Trend,1.0
0eidOawKujRH6fNpqHpCMu,Foreigner,I Want to Know What Love Is - Live,9.0
4YhGqxin3zzvlOd9lNPTSw,Claustrofobia,Riff Cult,8.0
,Philip Sayce,Sailin' Shoes,2.0
4qEOCUBvjk1za4pDYWFsab,Eric Burdon,Tobacco Road,10.0
,Hanan Ben Ari,ילד,9.0
0WTc2jsUgF4Y2MOz0aYvsR,Megadeth,Paranoid,8.0
2nxy7TbWDWOBm2bseZJX2A,Nicki Minaj,Crocodile Teeth (with Skillibeng) - Remix,5.0
5kQ6gXaCRenZ6mLjquCbos,Donnoven,Gemini,9.0
22GbAGb80ZZNgm2yrBMnpR,Metallica,Wherever I May Roam,8.0
0bNcU1wxJsgSUnMbmLkzkE,Enforced,Curtain Fire,8.0
4nBsvvjN134KFVcvFMLWwK,KiNG MALA,she calls me daddy,6.0
0O0m5K3FVvFNywYNt0dww4,Silver Lake by Esa Holopainen,Ray of Light,8.0
6vOY0h3OyLLSXouDtP6FkN,renforshort,fall apart (with glaive),10.0
7rYi1fmfdWnC2dZJ3acnoW,The Cold Stares,Any Way The Wind Blows,10.0
,The Brook & The Bluff,Don't Worry Baby,0.0
2Fka5bMBcXzrrUHaJjpqGq,Band Of Skulls,Black Magic,2.0
4vzxMUpjguMIFf3hN4yxLZ,Kavita Krishnamurthy,Hawa Hawai,3.0
68RDndluDTaAuP5ElpmemS,Layten Kramer,Blue Lipstick,10.0
,Shlomo Artzi,יופיה אינו ידוע,10.0
7vBPOWYgtgQ0G7m7TMPFPC,Front Country,Do Re Mi,1.0
1xspOMs469p7NKQJVHlj24,Kamo Mphela,Percy Tau,9.0
0nD7ReqStyziKHJvjDpb1E,Roger Eno,Celeste,1.0
4PpDT5Bjqipfo68EIOVoHI,Joshua Henry,Guarantee,9.0
6BYUL9o0QUamZjVzYMk3re,Kai Ca$h,Gilmore,5.0
0PWzzm3QXvQvxzj6JBIQ9n,220 KID,Too Many Nights - Acoustic,9.0
1Fxp4LBWsNC58NwnGAXJld,Rizzle Kicks,Down With The Trumpets,9.0
6WBNQSfB047hAZ7tusGhqB,The Shins,So Says I,1.0
4nYb6EZpeRI3ZM1O0UquQ5,Foster The People,The Things We Do,6.0
1PlgZAWgT8D9pgFDHYZRzI,The Greenhornes,Too Much Sorrow,2.0
5g7ixwz8RLhKESHPoJ6w3v,Otis Kane,Run,1.0
2YYPV8pJtHyUMxOpSs3TjJ,The Stone Roses,Beautiful Thing,10.0
1KgZOCjN3nGRTk3c87oIj6,American Authors,What We Live For,10.0
3AzNrz5Jyi43gvbT2Sbv4W,Stepson,Come with Me,10.0
57kYoEt0OlDpSmXSLewbBt,Job Kurian,Thaalam - Theme Version,6.0
19Qi2Cymjh7HDQESDrDBzs,Yo La Tengo,Autumn Sweater,6.0
4VtPbbdn0YxU8ZW7L8du3w,Forty Foot,Zeros,10.0
,PÆRISH,Fixed It All,10.0
,Peled,מילה,5.0
,Lala Lala,€ € € €^^%%!!!!!heaven!!!!!!,6.0
5x403rOWWAdkdlt6r8NFFG,Jutes,Fvck Your Boyfriend,9.0
2qNaS67u1sAlUyogdFA59Y,TeeZandos,Page 45,5.0
,The Outfield,Since You've Been Gone,10.0
0snLkTm67wyxg33Y3pCZYh,Another Now,Trojan,10.0
3ugfgZApxipgmFMaSZoYIe,Papooz,The Garden,6.0
3I3FQdikQo185Wpo9zjwaY,Viagra Boys,Girls & Boys,10.0
,"Ash King, Sachin-Jigar","Nazar Na Lag Jaaye (From ""Stree"")",3.0
2Smji1HNCbqpFFMtrrzPHN,Robbie Williams,"Feel - Live at Live 8, Hyde Park, London, 2nd July 2005",9.0
65tH2GPMFCt8JtM2PM3MiX,Beck,Morning,10.0
1fpSdqEoXJBEr4HGQhWcxP,Gang Of Four,At Home He's a Tourist,6.0
55ODw6itzdoQaHN6LjD3qS,Watain,Satan's Hunger,8.0
,Ravid Plotnik,למעלה,5.0
,Jimbo J,חתולים,9.0
2RZ8SjEJYJHZ8YCUzls77w,Coldplay,Flags,9.0
,Hila Ruach,תכף בת 30,6.0
78NtTTeW87wBkhkRjutTk8,Chris Cornell,When Bad Does Good,10.0
1XfbGoHFVubq0t4Bw8dPre,Pale Honey,Lay All Your Love on Me,6.0
1bndPOdcywVhkKczcVXKbB,Louisahhh,Chaos,8.0
0LjTqBwFKfblqnuuDCH2Sw,Mr. Oizo,Flat Beat - Radio Edit,1.0
2tKqZsc0epdLrsNUT6y0Ls,Coldplay,Princess of China - Acoustic,9.0
0WzNOvVsACcCQXr8XJXSkG,The Rock-A-Teens,Woo-Hoo,10.0
5bqHLjQKAW3QMJKX4Uy7ZC,Holehearted,Forlorn,8.0
3L5vu7DBK62Nr3UIREIEJE,Loud Luxury,Red Handed,9.0
4YCnTYbq3oL1Lqpyxg33CU,Chubby Checker,The Twist,10.0
1jRzdY7oUBOhrylNtiMtBD,Mystikal,Shake Ya Ass,5.0
5DkwgbwtvFzj7ITGkaSGxS,The Dead Daisies,Fortunate Son,10.0
5IaL7Dft0IRhwaz4royvg7,ROMES,Chillthefuckout.,10.0
2LtzaGBqa49zdaEgEb9qoh,Death From Above 1979,Virgins,10.0
,"Xavier Davis, Carl Allen, Dwayne Burno",Old Folks,7.0
779oVM9a1jQAnKUMKQdVMd,Middle Kids,Stacking Chairs,1.0
4rZVhKNB2DPsDi3KY610Ur,TED,Rupantara - Instrumental Version,6.0
,Love Sculpture,3 O'Clock Blues - 1999 RemasterStereo,2.0
2XzvZOfZPriniHLBEvGC6b,Black Honey,Disinfect,10.0
52NcH4UUTchFFVFSCTZd45,Fourth Circle,Survive,8.0
5wWRdIjndDOh1j4OXAPpdD,Mayhem,Deathcrush,8.0
,The Moody Blues,Nights In White Satin - Single Version / Mono Mix,10.0
4Y1igB1GDncJvt7ezbV3cW,Thom Yorke,Suspirium,1.0
2R1vQwYTC0sl93C6oyVuHC,Edward Simon,Simplicity,7.0
3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,Bad Habits,9.0
4TrzCwl0dYBHtNkF7fVHlM,Etherius,The Rivers of Sand and Blood,8.0
2PfqoDotCBeNygVVdTU3rN,Young Stoner Life,"Mob Ties Remix (feat. Unfoonk, 24Heavy, Future & YTB Trench)",5.0
5nBMAMLHpdnBn7mVXcT8fl,Orgy,Karma Kastles,8.0
2NNioXX1t4whQsBF8FfExl,Maddie & Tae,Woman You Got,4.0
4oIHLOhwRr8yTFZWmyKyZq,Richie Kotzen,Stand Tall,10.0
1Qdnvn4XlmZANCVy3XjrQo,Audioslave,Show Me How to Live,1.0
5wmVTGxvksXYV9Dz2V2YNi,The Pigeon Detectives,Take Her Back,6.0
17uCkFLH5j9xW7qKRuDHU7,Edin,Tanzen / Baile,9.0
466VygGb2Jte8wlEWq0snM,Becca Mancari,Hunter,1.0
2mPMFJvQ0v27gVqe5b6nDn,Weezer,Hash Pipe,10.0
,Beegie Adair,Can't Help Loving,7.0
1b44sEBiYyl35EbYDgNGfk,Cedric Burnside,Step In,10.0
2O8w4ULp2uun76A2IgVjsz,Hitman Blues Band,The World Moves On,2.0
4Ca3pb4XROOBNZWKvoetoU,Coolooloosh,The Stakes Are High,5.0
2wt5LGsrXLZnSFKoBdzFMt,Menahan Street Band,The Starchaser,6.0
,Sarai Zak Levi,שוב מלבלב,6.0
1KF6uW84ksAUlTMy08gP1R,Motionless In White,Somebody Told Me,10.0
,Nathan Goshen,אין הרבה מה לעשות,9.0
0RDUnNaGubiseI1W9T3YTf,Jon Batiste,I NEED YOU,1.0
77ygC7ppI8ZBuwzmpjKsOR,Tamar Eisenman,Ding Dong,6.0
13FYgwCmQy7WyDdLOZgK1y,Liily,Toro,1.0
1Lr4Sgyn1lhUnHFrfOIvET,Hardo,Murda Boyz - Remix,5.0
4zPDjRgceGrR0Sm54YDTTf,Lou Donaldson,Autumn Nocturne,7.0
3gR3aPapOJp6isbEUm4Xoc,Smokepurpp,Prom Queen,5.0
6qIVGCaeL2gzeG8vAGj65M,Rob Zombie,Feel So Numb,8.0
0Ey64fhfqXKfdDohWzPZJm,The Contortionist,Clairvoyant,8.0
4oW1lGOw5Q5OLvoJv92qoE,Billy Swan,I Can Help,10.0
5cuEhV7g7qVbTUa1XGJ66S,TWIN XL,Slow Heart,1.0
4vy2YnIiU37OB7BonhYWgZ,Heilung,In Maidjan,8.0
3VAD6IG91tzUaSlPeei63M,JUNE,Now (Feat. THAMA),10.0
4yWl0tnEanf3zmZzl9kbQn,Bob Dylan,Forever Young,10.0
0CtXTPdnF3vc0k20C91M0P,Sawyer Fredericks,This Fire,0.0
,Danny Sanderson,לעולם לא תוכל לחזור,10.0
6fhpnwCBLVamyD7gkZhXjt,Airbourne,"Too Much, Too Young, Too Fast",8.0
2jgq1RlYLt4FZldm4KAfj2,FLETCHER,Healing,9.0
09Pac4NJzduKnw1zpnvdWa,Boston Manor,Bad Machine,1.0
3Xdl3dBamuhBVPX9y7Extm,AFI,Miss Murder,10.0
4m9NfjevXsDVaLtM1kj0Sx,Paramore,crushcrushcrush,10.0
3f8cF7lcekpfs0Ww58nunV,Set and Setting,Ecdysis,8.0
2t2zcczb90FECnedmDUFmJ,Dress the Dead,1969,8.0
5jNPZpIgKG8fq7pahytZFL,(Hed) P.E.,Suck It Up,8.0
3Rj8ENduqJHDJYKlO4B9S9,Alanis Morissette,You Oughta Know,10.0
6QgjcU0zLnzq5OrUoSZ3OK,Portugal. The Man,Feel It Still,9.0
4ar7UgwkIpRklX7ZXfKYUs,Nitin Sawhney,Taj Mahal,6.0
4x2hfelYZwgaQqPZK6vRBV,Shadow and Light,Blue,0.0
0osszNZH6LSuk4AzVNh7KC,Lilith Czar,Anarchy,10.0
4HOYVuhI5K90f1XMcO7c4H,All Them Witches,The Children of Coyote Woman,10.0
4fsWeMCIqvcjhepkgCV10Q,Freak Slug,Number,6.0
5CMjjywI0eZMixPeqNd75R,Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),9.0
2pnSGS6CGWnBdwVKPOmYkT,The Breeders,Wait in the Car,1.0
2F89dkzXWA4sUHCw7L2SDO,U.S. Maple,Letter To ZZ Top,10.0
2ei1YRwttbDMc80SlVSHUQ,Childish Major,Disrespectful,5.0
3XMyREykeptNpvd0tE75xw,Meg Myers,Numb,10.0
5VjlmjJ1peXIjcuecCdfx1,Backstreet Boys,I Need You Tonight,9.0
3AWxn1kLckGRCtvTdOWs8u,Proc Fiskal,Choco Frito (Calamari),6.0
150NSrON3DeZM1aLyz3MoM,Johnny Thunders & The Heartbreakers,Born to Lose,6.0
53E4QuExlZmvvm4dvnatem,Laurence Guy,Mutual Excitement is a Wonderful Thing,1.0
7rIoot9qXXs4H3n1kH2V4F,Manic Street Preachers,A Design for Life - 2016 Remastered Version,6.0
6q6PeTloTbL2vb1Gt9sQQc,Hot Chip,Ready For The Floor,6.0
43CIWpJaJHRcI4mUSjqgc2,Juice WRLD,Bad Boy (with Young Thug),5.0
1SPUPO2eTrTU3AdxTf8JZv,Julian Cope,World Shut Your Mouth,1.0
6dahFmHrgncgVJjsI1ws7e,Bruce Springsteen,My Hometown,10.0
4nIjLDIeQMTcDBwl1gxDoD,Voyager,Entropy,10.0
,Tuna,יום קיץ,5.0
0nfcfG7u4YTCftz0B2ZQtT,Sakoya,Scarred,8.0
4hcWT6BGdFQP4sBl9V1Hom,BluntOne,Timing,1.0
20Fj2wLHSFfMIdkU2R2W1L,Gonzalez,Dusted,8.0
0NJC0FDCODpPUntRTTQq97,Aerosmith,Cryin',8.0
0fChKGukh7abSJjcpRStVb,Elton John,Sacrifice - Live,9.0
5SEBSAio1N77Vbrj1cAEGb,Limp Bizkit,N 2 Gether Now,5.0
0KVqA1NoDClaWnKkqQV8wP,JJ Appleton,Jason Solo,2.0
,Idan Amedi,עד שיעלה היום הבא,9.0
7f7CxGj0kzfwT1SjciL3ft,Jungle,Busy Earnin',1.0
6pO9pxKxrIHuTRqK7VLP8B,"nothing,nowhere.",fake friend,1.0
0bP8VDZQ3eXgHofaXT88Cr,With Confidence,Moving Boxes,10.0
0awZwmlC6pxH65KTZpadmX,Briston Maroney,Freakin' Out On the Interstate,1.0
4bdp2P4665r43qFCnCU2Hu,Bongeziwe Mabandla,jikeleza,9.0
7KZ6eGK7OuLXUzTVGdc7cL,Ma Rainey,Runaway Blues,2.0
,Fortisakharof,חלום כחול,10.0
7AMSbXtYeAnVMAWuwzxj8a,Kit Sebastian,Abandoned,6.0
2irFDtyw34II0pdCWIOBaN,Frightened Rabbit,Holy,10.0
4LFwNJWoj74Yd71fIr1W8x,Richard Marx,Right Here Waiting,10.0
2gP19KH3V5JlR5MycAIL3R,Jorja Smith,Bussdown (feat. Shaybo),9.0
1Bhm5HNO1cq8olDbBmokyL,Aya Nakamura,Copines,9.0
,Alex Shield,Du är en ängel,9.0
0HrzUycntbHYWf23OGgK6q,Nuclear Power Trio,A Clear and Present Rager,8.0
5vi4LOrt3VMUYjR2iYlcFT,Adam Douglas,Build A Fire,2.0
3MorzsnlfKD1SlMWdDtKwb,Wynton Kelly,Old Clothes,2.0
36RSTxIzBjAj8l47ZLIhMw,Don Patricio,Cambio de Temperatura,9.0
01hFM9dS9M6lN4rUvo4A2u,Peter Gregson,The Dive,1.0
2kS6td1yvmpNgZTt1q5pQq,Mother Mother,Hayloft,1.0
2nfCGwzsOxPJPl16g74I5I,Calma Flow,Riposo,7.0
,"Max Richter, Daniel Hope, Konzerthaus Kammerorchester Berlin, Andre de Ridder","Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1",7.0
2Yskv1YwRJfu6L7auWA34g,Mint Field,Delicadeza,6.0
1BVxbiJbcJ8aoZgccrUueZ,Full Scale,Party Political,10.0
1Q7Z7PQlHkuKF1F9fK5VOd,Dorothy,Flawless,10.0
1sXLitmQULzwiWR8D38Ekw,Tinariwen,Cler Achel,2.0
,Moshe Peretz,בנאדם,9.0
5upfnYDhdYB7QmQLWABtVk,Fallstar,Cloud Chamber,8.0
4hUQObfhCPHAdUFYZ2WBCP,Oya Paya,Myself,10.0
0Ult84lvFuqNvbyXwyRQ58,Clean Bandit,I Miss You (feat. Julia Michaels),9.0
7s5VQqrjBtrBgZL4pEa46S,Eyedress,Romantic Lover,9.0
1Jl2QiqrBXJOVxDx2WqnvO,Earthless,Acid Crusher,10.0
4BTWGCtwXlhIu6OE0FKATn,The Mysterines,Who's Ur Girl,10.0
2mEAWmVDub6PSF8pZXInrS,The Judds,Mama He's Crazy,4.0
6siOHdRw7Y4g0NmAZ5bweV,psykhi,White Picket Fence,10.0
10f3q2Od3xz3P4BmsP2AHY,Fantastic Negrito,How Long?,2.0
2CQRhJ99n2rkw0RZRbr3Pc,DAMN NATION,Race to the End,8.0
2ov8L95QD25TLpZAZPYWXL,Ozzy Osbourne,Mr. Crowley,8.0
6yyZu4GqZ4u1WUY9EHy6Wj,Britney Spears,Just Luv Me,9.0
2HwouROQIVSHXwE6PZaCzC,Unprocessed,Abandoned,8.0
,neve give up,Son Little,0.0
