Classes,Tracks,Set Type
6,3094,Test Set
9,3095,Test Set
10,3096,Test Set
4,3097,Test Set
6,3098,Test Set
9,3099,Test Set
6,3100,Test Set
5,3101,Test Set
9,3102,Test Set
8,3103,Test Set
1,3104,Test Set
6,3105,Test Set
8,3106,Test Set
10,3107,Test Set
8,3108,Test Set
10,3109,Test Set
10,3110,Test Set
10,3111,Test Set
10,3112,Test Set
5,3113,Test Set
6,3114,Test Set
10,3115,Test Set
10,3116,Test Set
8,3117,Test Set
7,3118,Test Set
10,3119,Test Set
10,3120,Test Set
8,3121,Test Set
10,3122,Test Set
6,3123,Test Set
8,3124,Test Set
3,3125,Test Set
1,3126,Test Set
1,3127,Test Set
10,3128,Test Set
9,3129,Test Set
2,3130,Test Set
10,3131,Test Set
10,3132,Test Set
10,3133,Test Set
10,3134,Test Set
1,3135,Test Set
6,3136,Test Set
6,3137,Test Set
6,3138,Test Set
6,3139,Test Set
9,3140,Test Set
6,3141,Test Set
10,3142,Test Set
4,3143,Test Set
1,3144,Test Set
6,3145,Test Set
10,3146,Test Set
8,3147,Test Set
1,3148,Test Set
1,3149,Test Set
5,3150,Test Set
6,3151,Test Set
0,3152,Test Set
8,3153,Test Set
6,3154,Test Set
8,3155,Test Set
7,3156,Test Set
10,3157,Test Set
1,3158,Test Set
5,3159,Test Set
1,3160,Test Set
6,3161,Test Set
1,3162,Test Set
6,3163,Test Set
10,3164,Test Set
6,3165,Test Set
10,3166,Test Set
8,3167,Test Set
6,3168,Test Set
10,3169,Test Set
1,3170,Test Set
9,3171,Test Set
10,3172,Test Set
10,3173,Test Set
8,3174,Test Set
4,3175,Test Set
1,3176,Test Set
6,3177,Test Set
10,3178,Test Set
9,3179,Test Set
8,3180,Test Set
10,3181,Test Set
4,3182,Test Set
9,3183,Test Set
8,3184,Test Set
10,3185,Test Set
1,3186,Test Set
6,3187,Test Set
6,3188,Test Set
1,3189,Test Set
10,3190,Test Set
10,3191,Test Set
1,3192,Test Set
10,3193,Test Set
2,3194,Test Set
10,3195,Test Set
2,3196,Test Set
1,3197,Test Set
0,3198,Test Set
10,3199,Test Set
8,3200,Test Set
2,3201,Test Set
9,3202,Test Set
6,3203,Test Set
10,3204,Test Set
9,3205,Test Set
10,3206,Test Set
6,3207,Test Set
8,3208,Test Set
8,3209,Test Set
2,3210,Test Set
10,3211,Test Set
9,3212,Test Set
2,3213,Test Set
6,3214,Test Set
0,3215,Test Set
1,3216,Test Set
10,3217,Test Set
4,3218,Test Set
10,3219,Test Set
10,3220,Test Set
1,3221,Test Set
9,3222,Test Set
10,3223,Test Set
10,3224,Test Set
6,3225,Test Set
8,3226,Test Set
4,3227,Test Set
3,3228,Test Set
1,3229,Test Set
10,3230,Test Set
8,3231,Test Set
10,3232,Test Set
10,3233,Test Set
6,3234,Test Set
9,3235,Test Set
10,3236,Test Set
8,3237,Test Set
10,3238,Test Set
6,3239,Test Set
0,3240,Test Set
8,3241,Test Set
6,3242,Test Set
6,3243,Test Set
9,3244,Test Set
8,3245,Test Set
9,3246,Test Set
10,3247,Test Set
7,3248,Test Set
8,3249,Test Set
6,3250,Test Set
10,3251,Test Set
9,3252,Test Set
6,3253,Test Set
8,3254,Test Set
6,3255,Test Set
8,3256,Test Set
10,3257,Test Set
6,3258,Test Set
9,3259,Test Set
6,3260,Test Set
1,3261,Test Set
10,3262,Test Set
5,3263,Test Set
4,3264,Test Set
10,3265,Test Set
2,3266,Test Set
10,3267,Test Set
6,3268,Test Set
10,3269,Test Set
5,3270,Test Set
1,3271,Test Set
10,3272,Test Set
10,3273,Test Set
1,3274,Test Set
5,3275,Test Set
10,3276,Test Set
10,3277,Test Set
2,3278,Test Set
10,3279,Test Set
8,3280,Test Set
6,3281,Test Set
0,3282,Test Set
10,3283,Test Set
10,3284,Test Set
10,3285,Test Set
1,3286,Test Set
10,3287,Test Set
2,3288,Test Set
8,3289,Test Set
10,3290,Test Set
5,3291,Test Set
8,3292,Test Set
8,3293,Test Set
4,3294,Test Set
10,3295,Test Set
6,3296,Test Set
6,3297,Test Set
6,3298,Test Set
1,3299,Test Set
1,3300,Test Set
3,3301,Test Set
10,3302,Test Set
6,3303,Test Set
1,3304,Test Set
7,3305,Test Set
10,3306,Test Set
10,3307,Test Set
6,3308,Test Set
6,3309,Test Set
9,3310,Test Set
6,3311,Test Set
10,3312,Test Set
2,3313,Test Set
9,3314,Test Set
10,3315,Test Set
10,3316,Test Set
8,3317,Test Set
10,3318,Test Set
10,3319,Test Set
6,3320,Test Set
8,3321,Test Set
9,3322,Test Set
6,3323,Test Set
9,3324,Test Set
10,3325,Test Set
5,3326,Test Set
4,3327,Test Set
10,3328,Test Set
6,3329,Test Set
8,3330,Test Set
9,3331,Test Set
6,3332,Test Set
6,3333,Test Set
6,3334,Test Set
0,3335,Test Set
5,3336,Test Set
10,3337,Test Set
1,3338,Test Set
10,3339,Test Set
8,3340,Test Set
5,3341,Test Set
8,3342,Test Set
8,3343,Test Set
2,3344,Test Set
10,3345,Test Set
10,3346,Test Set
5,3347,Test Set
10,3348,Test Set
6,3349,Test Set
10,3350,Test Set
6,3351,Test Set
10,3352,Test Set
6,3353,Test Set
0,3354,Test Set
1,3355,Test Set
10,3356,Test Set
2,3357,Test Set
10,3358,Test Set
10,3359,Test Set
3,3360,Test Set
2,3361,Test Set
6,3362,Test Set
3,3363,Test Set
5,3364,Test Set
6,3365,Test Set
10,3366,Test Set
6,3367,Test Set
2,3368,Test Set
10,3369,Test Set
1,3370,Test Set
10,3371,Test Set
10,3372,Test Set
0,3373,Test Set
10,3374,Test Set
2,3375,Test Set
6,3376,Test Set
4,3377,Test Set
1,3378,Test Set
1,3379,Test Set
10,3380,Test Set
4,3381,Test Set
9,3382,Test Set
3,3383,Test Set
8,3384,Test Set
6,3385,Test Set
1,3386,Test Set
0,3387,Test Set
9,3388,Test Set
6,3389,Test Set
10,3390,Test Set
10,3391,Test Set
9,3392,Test Set
6,3393,Test Set
4,3394,Test Set
6,3395,Test Set
1,3396,Test Set
1,3397,Test Set
1,3398,Test Set
9,3399,Test Set
6,3400,Test Set
1,3401,Test Set
8,3402,Test Set
2,3403,Test Set
6,3404,Test Set
10,3405,Test Set
6,3406,Test Set
10,3407,Test Set
9,3408,Test Set
1,3409,Test Set
4,3410,Test Set
10,3411,Test Set
10,3412,Test Set
1,3413,Test Set
8,3414,Test Set
9,3415,Test Set
10,3416,Test Set
4,3417,Test Set
7,3418,Test Set
8,3419,Test Set
10,3420,Test Set
9,3421,Test Set
1,3422,Test Set
10,3423,Test Set
10,3424,Test Set
6,3425,Test Set
1,3426,Test Set
1,3427,Test Set
9,3428,Test Set
5,3429,Test Set
6,3430,Test Set
10,3431,Test Set
6,3432,Test Set
10,3433,Test Set
5,3434,Test Set
1,3435,Test Set
6,3436,Test Set
10,3437,Test Set
1,3438,Test Set
2,3439,Test Set
10,3440,Test Set
10,3441,Test Set
8,3442,Test Set
5,3443,Test Set
10,3444,Test Set
6,3445,Test Set
1,3446,Test Set
9,3447,Test Set
0,3448,Test Set
7,3449,Test Set
1,3450,Test Set
2,3451,Test Set
10,3452,Test Set
9,3453,Test Set
9,3454,Test Set
8,3455,Test Set
5,3456,Test Set
10,3457,Test Set
5,3458,Test Set
6,3459,Test Set
6,3460,Test Set
6,3461,Test Set
6,3462,Test Set
5,3463,Test Set
6,3464,Test Set
10,3465,Test Set
6,3466,Test Set
8,3467,Test Set
9,3468,Test Set
2,3469,Test Set
2,3470,Test Set
9,3471,Test Set
6,3472,Test Set
9,3473,Test Set
4,3474,Test Set
6,3475,Test Set
8,3476,Test Set
7,3477,Test Set
10,3478,Test Set
6,3479,Test Set
10,3480,Test Set
8,3481,Test Set
8,3482,Test Set
9,3483,Test Set
2,3484,Test Set
9,3485,Test Set
10,3486,Test Set
8,3487,Test Set
6,3488,Test Set
10,3489,Test Set
5,3490,Test Set
9,3491,Test Set
10,3492,Test Set
10,3493,Test Set
5,3494,Test Set
9,3495,Test Set
8,3496,Test Set
10,3497,Test Set
9,3498,Test Set
2,3499,Test Set
6,3500,Test Set
1,3501,Test Set
8,3502,Test Set
5,3503,Test Set
8,3504,Test Set
2,3505,Test Set
1,3506,Test Set
1,3507,Test Set
6,3508,Test Set
1,3509,Test Set
8,3510,Test Set
10,3511,Test Set
10,3512,Test Set
0,3513,Test Set
2,3514,Test Set
5,3515,Test Set
9,3516,Test Set
10,3517,Test Set
1,3518,Test Set
10,3519,Test Set
6,3520,Test Set
7,3521,Test Set
10,3522,Test Set
10,3523,Test Set
1,3524,Test Set
6,3525,Test Set
2,3526,Test Set
9,3527,Test Set
5,3528,Test Set
10,3529,Test Set
8,3530,Test Set
8,3531,Test Set
10,3532,Test Set
9,3533,Test Set
5,3534,Test Set
10,3535,Test Set
10,3536,Test Set
6,3537,Test Set
10,3538,Test Set
6,3539,Test Set
3,3540,Test Set
6,3541,Test Set
1,3542,Test Set
6,3543,Test Set
10,3544,Test Set
2,3545,Test Set
9,3546,Test Set
6,3547,Test Set
10,3548,Test Set
2,3549,Test Set
1,3550,Test Set
6,3551,Test Set
10,3552,Test Set
8,3553,Test Set
10,3554,Test Set
10,3555,Test Set
5,3556,Test Set
6,3557,Test Set
6,3558,Test Set
5,3559,Test Set
10,3560,Test Set
6,3561,Test Set
10,3562,Test Set
10,3563,Test Set
10,3564,Test Set
1,3565,Test Set
8,3566,Test Set
6,3567,Test Set
0,3568,Test Set
6,3569,Test Set
9,3570,Test Set
5,3571,Test Set
9,3572,Test Set
1,3573,Test Set
5,3574,Test Set
10,3575,Test Set
9,3576,Test Set
5,3577,Test Set
8,3578,Test Set
6,3579,Test Set
0,3580,Test Set
10,3581,Test Set
6,3582,Test Set
2,3583,Test Set
1,3584,Test Set
8,3585,Test Set
9,3586,Test Set
1,3587,Test Set
10,3588,Test Set
6,3589,Test Set
10,3590,Test Set
1,3591,Test Set
6,3592,Test Set
1,3593,Test Set
9,3594,Test Set
1,3595,Test Set
10,3596,Test Set
6,3597,Test Set
6,3598,Test Set
9,3599,Test Set
6,3600,Test Set
5,3601,Test Set
10,3602,Test Set
10,3603,Test Set
9,3604,Test Set
10,3605,Test Set
1,3606,Test Set
0,3607,Test Set
7,3608,Test Set
9,3609,Test Set
10,3610,Test Set
6,3611,Test Set
9,3612,Test Set
1,3613,Test Set
10,3614,Test Set
8,3615,Test Set
1,3616,Test Set
10,3617,Test Set
8,3618,Test Set
6,3619,Test Set
7,3620,Test Set
6,3621,Test Set
10,3622,Test Set
1,3623,Test Set
9,3624,Test Set
1,3625,Test Set
6,3626,Test Set
5,3627,Test Set
9,3628,Test Set
1,3629,Test Set
1,3630,Test Set
9,3631,Test Set
10,3632,Test Set
0,3633,Test Set
1,3634,Test Set
9,3635,Test Set
10,3636,Test Set
6,3637,Test Set
10,3638,Test Set
10,3639,Test Set
1,3640,Test Set
1,3641,Test Set
1,3642,Test Set
5,3643,Test Set
10,3644,Test Set
10,3645,Test Set
6,3646,Test Set
9,3647,Test Set
9,3648,Test Set
10,3649,Test Set
10,3650,Test Set
1,3651,Test Set
9,3652,Test Set
10,3653,Test Set
2,3654,Test Set
10,3655,Test Set
10,3656,Test Set
10,3657,Test Set
9,3658,Test Set
8,3659,Test Set
9,3660,Test Set
10,3661,Test Set
6,3662,Test Set
8,3663,Test Set
10,3664,Test Set
6,3665,Test Set
9,3666,Test Set
6,3667,Test Set
2,3668,Test Set
4,3669,Test Set
1,3670,Test Set
8,3671,Test Set
0,3672,Test Set
10,3673,Test Set
8,3674,Test Set
9,3675,Test Set
7,3676,Test Set
10,3677,Test Set
1,3678,Test Set
10,3679,Test Set
5,3680,Test Set
8,3681,Test Set
9,3682,Test Set
10,3683,Test Set
2,3684,Test Set
10,3685,Test Set
10,3686,Test Set
2,3687,Test Set
9,3688,Test Set
4,3689,Test Set
9,3690,Test Set
10,3691,Test Set
10,3692,Test Set
5,3693,Test Set
10,3694,Test Set
6,3695,Test Set
1,3696,Test Set
10,3697,Test Set
10,3698,Test Set
6,3699,Test Set
10,3700,Test Set
10,3701,Test Set
10,3702,Test Set
10,3703,Test Set
10,3704,Test Set
10,3705,Test Set
1,3706,Test Set
6,3707,Test Set
6,3708,Test Set
6,3709,Test Set
10,3710,Test Set
10,3711,Test Set
10,3712,Test Set
9,3713,Test Set
3,3714,Test Set
1,3715,Test Set
5,3716,Test Set
1,3717,Test Set
0,3718,Test Set
9,3719,Test Set
7,3720,Test Set
0,3721,Test Set
1,3722,Test Set
9,3723,Test Set
8,3724,Test Set
10,3725,Test Set
10,3726,Test Set
10,3727,Test Set
6,3728,Test Set
9,3729,Test Set
8,3730,Test Set
6,3731,Test Set
1,3732,Test Set
0,3733,Test Set
10,3734,Test Set
5,3735,Test Set
10,3736,Test Set
6,3737,Test Set
10,3738,Test Set
10,3739,Test Set
9,3740,Test Set
10,3741,Test Set
10,3742,Test Set
8,3743,Test Set
10,3744,Test Set
10,3745,Test Set
1,3746,Test Set
6,3747,Test Set
5,3748,Test Set
5,3749,Test Set
10,0,Prediction Deep Neural Network
10,1,Prediction Deep Neural Network
8,2,Prediction Deep Neural Network
8,3,Prediction Deep Neural Network
7,4,Prediction Deep Neural Network
10,5,Prediction Deep Neural Network
10,6,Prediction Deep Neural Network
6,7,Prediction Deep Neural Network
10,8,Prediction Deep Neural Network
6,9,Prediction Deep Neural Network
10,10,Prediction Deep Neural Network
7,11,Prediction Deep Neural Network
10,12,Prediction Deep Neural Network
10,13,Prediction Deep Neural Network
10,14,Prediction Deep Neural Network
10,15,Prediction Deep Neural Network
10,16,Prediction Deep Neural Network
10,17,Prediction Deep Neural Network
10,18,Prediction Deep Neural Network
10,19,Prediction Deep Neural Network
10,20,Prediction Deep Neural Network
10,21,Prediction Deep Neural Network
6,22,Prediction Deep Neural Network
10,23,Prediction Deep Neural Network
10,24,Prediction Deep Neural Network
10,25,Prediction Deep Neural Network
10,26,Prediction Deep Neural Network
10,27,Prediction Deep Neural Network
7,28,Prediction Deep Neural Network
10,29,Prediction Deep Neural Network
10,30,Prediction Deep Neural Network
9,31,Prediction Deep Neural Network
8,32,Prediction Deep Neural Network
10,33,Prediction Deep Neural Network
8,34,Prediction Deep Neural Network
10,35,Prediction Deep Neural Network
10,36,Prediction Deep Neural Network
10,37,Prediction Deep Neural Network
10,38,Prediction Deep Neural Network
10,39,Prediction Deep Neural Network
10,40,Prediction Deep Neural Network
10,41,Prediction Deep Neural Network
10,42,Prediction Deep Neural Network
10,43,Prediction Deep Neural Network
9,44,Prediction Deep Neural Network
10,45,Prediction Deep Neural Network
6,46,Prediction Deep Neural Network
2,47,Prediction Deep Neural Network
6,48,Prediction Deep Neural Network
10,49,Prediction Deep Neural Network
10,50,Prediction Deep Neural Network
10,51,Prediction Deep Neural Network
10,52,Prediction Deep Neural Network
9,53,Prediction Deep Neural Network
8,54,Prediction Deep Neural Network
10,55,Prediction Deep Neural Network
10,56,Prediction Deep Neural Network
9,57,Prediction Deep Neural Network
10,58,Prediction Deep Neural Network
10,59,Prediction Deep Neural Network
7,60,Prediction Deep Neural Network
10,61,Prediction Deep Neural Network
10,62,Prediction Deep Neural Network
7,63,Prediction Deep Neural Network
2,64,Prediction Deep Neural Network
10,65,Prediction Deep Neural Network
6,66,Prediction Deep Neural Network
10,67,Prediction Deep Neural Network
5,68,Prediction Deep Neural Network
6,69,Prediction Deep Neural Network
9,70,Prediction Deep Neural Network
2,71,Prediction Deep Neural Network
10,72,Prediction Deep Neural Network
10,73,Prediction Deep Neural Network
10,74,Prediction Deep Neural Network
10,75,Prediction Deep Neural Network
8,76,Prediction Deep Neural Network
10,77,Prediction Deep Neural Network
10,78,Prediction Deep Neural Network
10,79,Prediction Deep Neural Network
6,80,Prediction Deep Neural Network
9,81,Prediction Deep Neural Network
10,82,Prediction Deep Neural Network
9,83,Prediction Deep Neural Network
10,84,Prediction Deep Neural Network
10,85,Prediction Deep Neural Network
10,86,Prediction Deep Neural Network
10,87,Prediction Deep Neural Network
10,88,Prediction Deep Neural Network
10,89,Prediction Deep Neural Network
9,90,Prediction Deep Neural Network
9,91,Prediction Deep Neural Network
10,92,Prediction Deep Neural Network
6,93,Prediction Deep Neural Network
10,94,Prediction Deep Neural Network
5,95,Prediction Deep Neural Network
9,96,Prediction Deep Neural Network
6,97,Prediction Deep Neural Network
10,98,Prediction Deep Neural Network
10,99,Prediction Deep Neural Network
10,100,Prediction Deep Neural Network
10,101,Prediction Deep Neural Network
8,102,Prediction Deep Neural Network
8,103,Prediction Deep Neural Network
10,104,Prediction Deep Neural Network
10,105,Prediction Deep Neural Network
10,106,Prediction Deep Neural Network
9,107,Prediction Deep Neural Network
10,108,Prediction Deep Neural Network
10,109,Prediction Deep Neural Network
8,110,Prediction Deep Neural Network
10,111,Prediction Deep Neural Network
9,112,Prediction Deep Neural Network
5,113,Prediction Deep Neural Network
6,114,Prediction Deep Neural Network
10,115,Prediction Deep Neural Network
9,116,Prediction Deep Neural Network
10,117,Prediction Deep Neural Network
10,118,Prediction Deep Neural Network
6,119,Prediction Deep Neural Network
10,120,Prediction Deep Neural Network
9,121,Prediction Deep Neural Network
9,122,Prediction Deep Neural Network
5,123,Prediction Deep Neural Network
10,124,Prediction Deep Neural Network
10,125,Prediction Deep Neural Network
10,126,Prediction Deep Neural Network
6,127,Prediction Deep Neural Network
10,128,Prediction Deep Neural Network
6,129,Prediction Deep Neural Network
10,130,Prediction Deep Neural Network
10,131,Prediction Deep Neural Network
10,132,Prediction Deep Neural Network
8,133,Prediction Deep Neural Network
10,134,Prediction Deep Neural Network
5,135,Prediction Deep Neural Network
10,136,Prediction Deep Neural Network
8,137,Prediction Deep Neural Network
10,138,Prediction Deep Neural Network
10,139,Prediction Deep Neural Network
6,140,Prediction Deep Neural Network
10,141,Prediction Deep Neural Network
10,142,Prediction Deep Neural Network
10,143,Prediction Deep Neural Network
10,144,Prediction Deep Neural Network
9,145,Prediction Deep Neural Network
10,146,Prediction Deep Neural Network
5,147,Prediction Deep Neural Network
5,148,Prediction Deep Neural Network
10,149,Prediction Deep Neural Network
10,150,Prediction Deep Neural Network
5,151,Prediction Deep Neural Network
10,152,Prediction Deep Neural Network
10,153,Prediction Deep Neural Network
9,154,Prediction Deep Neural Network
8,155,Prediction Deep Neural Network
10,156,Prediction Deep Neural Network
10,157,Prediction Deep Neural Network
10,158,Prediction Deep Neural Network
10,159,Prediction Deep Neural Network
8,160,Prediction Deep Neural Network
8,161,Prediction Deep Neural Network
9,162,Prediction Deep Neural Network
10,163,Prediction Deep Neural Network
10,164,Prediction Deep Neural Network
10,165,Prediction Deep Neural Network
8,166,Prediction Deep Neural Network
8,167,Prediction Deep Neural Network
10,168,Prediction Deep Neural Network
10,169,Prediction Deep Neural Network
10,170,Prediction Deep Neural Network
10,171,Prediction Deep Neural Network
10,172,Prediction Deep Neural Network
10,173,Prediction Deep Neural Network
10,174,Prediction Deep Neural Network
10,175,Prediction Deep Neural Network
10,176,Prediction Deep Neural Network
10,177,Prediction Deep Neural Network
6,178,Prediction Deep Neural Network
9,179,Prediction Deep Neural Network
5,180,Prediction Deep Neural Network
10,181,Prediction Deep Neural Network
6,182,Prediction Deep Neural Network
10,183,Prediction Deep Neural Network
5,184,Prediction Deep Neural Network
9,185,Prediction Deep Neural Network
8,186,Prediction Deep Neural Network
10,187,Prediction Deep Neural Network
10,188,Prediction Deep Neural Network
10,189,Prediction Deep Neural Network
2,190,Prediction Deep Neural Network
10,191,Prediction Deep Neural Network
2,192,Prediction Deep Neural Network
5,193,Prediction Deep Neural Network
5,194,Prediction Deep Neural Network
10,195,Prediction Deep Neural Network
10,196,Prediction Deep Neural Network
9,197,Prediction Deep Neural Network
6,198,Prediction Deep Neural Network
2,199,Prediction Deep Neural Network
5,200,Prediction Deep Neural Network
10,201,Prediction Deep Neural Network
10,202,Prediction Deep Neural Network
10,203,Prediction Deep Neural Network
10,204,Prediction Deep Neural Network
10,205,Prediction Deep Neural Network
2,206,Prediction Deep Neural Network
10,207,Prediction Deep Neural Network
6,208,Prediction Deep Neural Network
10,209,Prediction Deep Neural Network
6,210,Prediction Deep Neural Network
10,211,Prediction Deep Neural Network
10,212,Prediction Deep Neural Network
10,213,Prediction Deep Neural Network
9,214,Prediction Deep Neural Network
5,215,Prediction Deep Neural Network
10,216,Prediction Deep Neural Network
9,217,Prediction Deep Neural Network
7,218,Prediction Deep Neural Network
10,219,Prediction Deep Neural Network
8,220,Prediction Deep Neural Network
10,221,Prediction Deep Neural Network
10,222,Prediction Deep Neural Network
10,223,Prediction Deep Neural Network
6,224,Prediction Deep Neural Network
10,225,Prediction Deep Neural Network
9,226,Prediction Deep Neural Network
10,227,Prediction Deep Neural Network
6,228,Prediction Deep Neural Network
10,229,Prediction Deep Neural Network
10,230,Prediction Deep Neural Network
2,231,Prediction Deep Neural Network
8,232,Prediction Deep Neural Network
6,233,Prediction Deep Neural Network
10,234,Prediction Deep Neural Network
10,235,Prediction Deep Neural Network
10,236,Prediction Deep Neural Network
6,237,Prediction Deep Neural Network
10,238,Prediction Deep Neural Network
10,239,Prediction Deep Neural Network
6,240,Prediction Deep Neural Network
9,241,Prediction Deep Neural Network
2,242,Prediction Deep Neural Network
2,243,Prediction Deep Neural Network
10,244,Prediction Deep Neural Network
9,245,Prediction Deep Neural Network
10,246,Prediction Deep Neural Network
10,247,Prediction Deep Neural Network
10,248,Prediction Deep Neural Network
10,249,Prediction Deep Neural Network
9,250,Prediction Deep Neural Network
10,251,Prediction Deep Neural Network
9,252,Prediction Deep Neural Network
10,253,Prediction Deep Neural Network
10,254,Prediction Deep Neural Network
9,255,Prediction Deep Neural Network
5,256,Prediction Deep Neural Network
10,257,Prediction Deep Neural Network
6,258,Prediction Deep Neural Network
9,259,Prediction Deep Neural Network
10,260,Prediction Deep Neural Network
8,261,Prediction Deep Neural Network
10,262,Prediction Deep Neural Network
9,263,Prediction Deep Neural Network
10,264,Prediction Deep Neural Network
10,265,Prediction Deep Neural Network
10,266,Prediction Deep Neural Network
10,267,Prediction Deep Neural Network
5,268,Prediction Deep Neural Network
10,269,Prediction Deep Neural Network
10,270,Prediction Deep Neural Network
6,271,Prediction Deep Neural Network
9,272,Prediction Deep Neural Network
6,273,Prediction Deep Neural Network
10,274,Prediction Deep Neural Network
10,275,Prediction Deep Neural Network
10,276,Prediction Deep Neural Network
10,277,Prediction Deep Neural Network
6,278,Prediction Deep Neural Network
6,279,Prediction Deep Neural Network
6,280,Prediction Deep Neural Network
10,281,Prediction Deep Neural Network
10,282,Prediction Deep Neural Network
10,283,Prediction Deep Neural Network
6,284,Prediction Deep Neural Network
10,285,Prediction Deep Neural Network
10,286,Prediction Deep Neural Network
10,287,Prediction Deep Neural Network
9,288,Prediction Deep Neural Network
10,289,Prediction Deep Neural Network
5,290,Prediction Deep Neural Network
10,291,Prediction Deep Neural Network
10,292,Prediction Deep Neural Network
8,293,Prediction Deep Neural Network
10,294,Prediction Deep Neural Network
10,295,Prediction Deep Neural Network
7,296,Prediction Deep Neural Network
6,297,Prediction Deep Neural Network
10,298,Prediction Deep Neural Network
9,299,Prediction Deep Neural Network
6,300,Prediction Deep Neural Network
5,301,Prediction Deep Neural Network
9,302,Prediction Deep Neural Network
10,303,Prediction Deep Neural Network
10,304,Prediction Deep Neural Network
7,305,Prediction Deep Neural Network
10,306,Prediction Deep Neural Network
10,307,Prediction Deep Neural Network
8,308,Prediction Deep Neural Network
10,309,Prediction Deep Neural Network
10,310,Prediction Deep Neural Network
9,311,Prediction Deep Neural Network
6,312,Prediction Deep Neural Network
7,313,Prediction Deep Neural Network
7,314,Prediction Deep Neural Network
10,315,Prediction Deep Neural Network
6,316,Prediction Deep Neural Network
10,317,Prediction Deep Neural Network
10,318,Prediction Deep Neural Network
10,319,Prediction Deep Neural Network
8,320,Prediction Deep Neural Network
9,321,Prediction Deep Neural Network
10,322,Prediction Deep Neural Network
2,323,Prediction Deep Neural Network
10,324,Prediction Deep Neural Network
9,325,Prediction Deep Neural Network
6,326,Prediction Deep Neural Network
10,327,Prediction Deep Neural Network
10,328,Prediction Deep Neural Network
8,329,Prediction Deep Neural Network
8,330,Prediction Deep Neural Network
9,331,Prediction Deep Neural Network
2,332,Prediction Deep Neural Network
10,333,Prediction Deep Neural Network
5,334,Prediction Deep Neural Network
10,335,Prediction Deep Neural Network
10,336,Prediction Deep Neural Network
5,337,Prediction Deep Neural Network
10,338,Prediction Deep Neural Network
10,339,Prediction Deep Neural Network
10,340,Prediction Deep Neural Network
10,341,Prediction Deep Neural Network
6,342,Prediction Deep Neural Network
5,343,Prediction Deep Neural Network
9,344,Prediction Deep Neural Network
7,345,Prediction Deep Neural Network
5,346,Prediction Deep Neural Network
10,347,Prediction Deep Neural Network
10,348,Prediction Deep Neural Network
2,349,Prediction Deep Neural Network
10,350,Prediction Deep Neural Network
10,351,Prediction Deep Neural Network
10,352,Prediction Deep Neural Network
6,353,Prediction Deep Neural Network
10,354,Prediction Deep Neural Network
10,355,Prediction Deep Neural Network
8,356,Prediction Deep Neural Network
6,357,Prediction Deep Neural Network
8,358,Prediction Deep Neural Network
10,359,Prediction Deep Neural Network
10,360,Prediction Deep Neural Network
10,361,Prediction Deep Neural Network
8,362,Prediction Deep Neural Network
7,363,Prediction Deep Neural Network
2,364,Prediction Deep Neural Network
10,365,Prediction Deep Neural Network
10,366,Prediction Deep Neural Network
10,367,Prediction Deep Neural Network
10,368,Prediction Deep Neural Network
10,369,Prediction Deep Neural Network
10,370,Prediction Deep Neural Network
10,371,Prediction Deep Neural Network
6,372,Prediction Deep Neural Network
10,373,Prediction Deep Neural Network
10,374,Prediction Deep Neural Network
10,375,Prediction Deep Neural Network
8,376,Prediction Deep Neural Network
8,377,Prediction Deep Neural Network
10,378,Prediction Deep Neural Network
10,379,Prediction Deep Neural Network
10,380,Prediction Deep Neural Network
10,381,Prediction Deep Neural Network
10,382,Prediction Deep Neural Network
7,383,Prediction Deep Neural Network
9,384,Prediction Deep Neural Network
8,385,Prediction Deep Neural Network
10,386,Prediction Deep Neural Network
10,387,Prediction Deep Neural Network
8,388,Prediction Deep Neural Network
10,389,Prediction Deep Neural Network
6,390,Prediction Deep Neural Network
10,391,Prediction Deep Neural Network
10,392,Prediction Deep Neural Network
9,393,Prediction Deep Neural Network
8,394,Prediction Deep Neural Network
5,395,Prediction Deep Neural Network
10,396,Prediction Deep Neural Network
10,397,Prediction Deep Neural Network
8,398,Prediction Deep Neural Network
10,399,Prediction Deep Neural Network
10,400,Prediction Deep Neural Network
10,401,Prediction Deep Neural Network
10,402,Prediction Deep Neural Network
10,403,Prediction Deep Neural Network
10,404,Prediction Deep Neural Network
10,405,Prediction Deep Neural Network
8,406,Prediction Deep Neural Network
5,407,Prediction Deep Neural Network
2,408,Prediction Deep Neural Network
7,409,Prediction Deep Neural Network
10,410,Prediction Deep Neural Network
6,411,Prediction Deep Neural Network
8,412,Prediction Deep Neural Network
10,413,Prediction Deep Neural Network
8,414,Prediction Deep Neural Network
9,415,Prediction Deep Neural Network
9,416,Prediction Deep Neural Network
10,417,Prediction Deep Neural Network
10,418,Prediction Deep Neural Network
10,419,Prediction Deep Neural Network
10,420,Prediction Deep Neural Network
5,421,Prediction Deep Neural Network
6,422,Prediction Deep Neural Network
10,423,Prediction Deep Neural Network
5,424,Prediction Deep Neural Network
10,425,Prediction Deep Neural Network
2,426,Prediction Deep Neural Network
10,427,Prediction Deep Neural Network
10,428,Prediction Deep Neural Network
10,429,Prediction Deep Neural Network
10,430,Prediction Deep Neural Network
6,431,Prediction Deep Neural Network
10,432,Prediction Deep Neural Network
8,433,Prediction Deep Neural Network
2,434,Prediction Deep Neural Network
10,435,Prediction Deep Neural Network
