Classes,Tracks,Set Type
1.0,2741,Test Set
10.0,2742,Test Set
8.0,2743,Test Set
1.0,2744,Test Set
6.0,2745,Test Set
9.0,2746,Test Set
5.0,2747,Test Set
5.0,2748,Test Set
10.0,2749,Test Set
6.0,2750,Test Set
10.0,2751,Test Set
10.0,2752,Test Set
8.0,2753,Test Set
5.0,2754,Test Set
10.0,2755,Test Set
9.0,2756,Test Set
10.0,2757,Test Set
1.0,2758,Test Set
8.0,2759,Test Set
6.0,2760,Test Set
1.0,2761,Test Set
6.0,2762,Test Set
10.0,2763,Test Set
9.0,2764,Test Set
2.0,2765,Test Set
5.0,2766,Test Set
1.0,2767,Test Set
9.0,2768,Test Set
10.0,2769,Test Set
1.0,2770,Test Set
0.0,2771,Test Set
3.0,2772,Test Set
6.0,2773,Test Set
1.0,2774,Test Set
8.0,2775,Test Set
10.0,2776,Test Set
1.0,2777,Test Set
10.0,2778,Test Set
10.0,2779,Test Set
10.0,2780,Test Set
6.0,2781,Test Set
10.0,2782,Test Set
6.0,2783,Test Set
8.0,2784,Test Set
1.0,2785,Test Set
8.0,2786,Test Set
10.0,2787,Test Set
6.0,2788,Test Set
10.0,2789,Test Set
9.0,2790,Test Set
2.0,2791,Test Set
8.0,2792,Test Set
6.0,2793,Test Set
8.0,2794,Test Set
7.0,2795,Test Set
6.0,2796,Test Set
1.0,2797,Test Set
6.0,2798,Test Set
9.0,2799,Test Set
2.0,2800,Test Set
6.0,2801,Test Set
9.0,2802,Test Set
5.0,2803,Test Set
0.0,2804,Test Set
10.0,2805,Test Set
10.0,2806,Test Set
10.0,2807,Test Set
6.0,2808,Test Set
6.0,2809,Test Set
2.0,2810,Test Set
9.0,2811,Test Set
5.0,2812,Test Set
5.0,2813,Test Set
8.0,2814,Test Set
10.0,2815,Test Set
6.0,2816,Test Set
2.0,2817,Test Set
10.0,2818,Test Set
3.0,2819,Test Set
5.0,2820,Test Set
6.0,2821,Test Set
10.0,2822,Test Set
10.0,2823,Test Set
1.0,2824,Test Set
6.0,2825,Test Set
10.0,2826,Test Set
8.0,2827,Test Set
1.0,2828,Test Set
0.0,2829,Test Set
8.0,2830,Test Set
2.0,2831,Test Set
10.0,2832,Test Set
6.0,2833,Test Set
10.0,2834,Test Set
1.0,2835,Test Set
2.0,2836,Test Set
1.0,2837,Test Set
6.0,2838,Test Set
10.0,2839,Test Set
10.0,2840,Test Set
6.0,2841,Test Set
10.0,2842,Test Set
6.0,2843,Test Set
10.0,2844,Test Set
9.0,2845,Test Set
10.0,2846,Test Set
10.0,2847,Test Set
10.0,2848,Test Set
8.0,2849,Test Set
6.0,2850,Test Set
10.0,2851,Test Set
2.0,2852,Test Set
10.0,2853,Test Set
6.0,2854,Test Set
8.0,2855,Test Set
10.0,2856,Test Set
2.0,2857,Test Set
9.0,2858,Test Set
8.0,2859,Test Set
6.0,2860,Test Set
10.0,2861,Test Set
6.0,2862,Test Set
8.0,2863,Test Set
6.0,2864,Test Set
6.0,2865,Test Set
1.0,2866,Test Set
9.0,2867,Test Set
6.0,2868,Test Set
3.0,2869,Test Set
1.0,2870,Test Set
1.0,2871,Test Set
9.0,2872,Test Set
2.0,2873,Test Set
6.0,2874,Test Set
1.0,2875,Test Set
2.0,2876,Test Set
10.0,2877,Test Set
10.0,2878,Test Set
2.0,2879,Test Set
10.0,2880,Test Set
6.0,2881,Test Set
6.0,2882,Test Set
10.0,2883,Test Set
10.0,2884,Test Set
10.0,2885,Test Set
5.0,2886,Test Set
6.0,2887,Test Set
10.0,2888,Test Set
9.0,2889,Test Set
10.0,2890,Test Set
1.0,2891,Test Set
10.0,2892,Test Set
10.0,2893,Test Set
1.0,2894,Test Set
8.0,2895,Test Set
10.0,2896,Test Set
5.0,2897,Test Set
1.0,2898,Test Set
6.0,2899,Test Set
1.0,2900,Test Set
10.0,2901,Test Set
1.0,2902,Test Set
6.0,2903,Test Set
10.0,2904,Test Set
2.0,2905,Test Set
10.0,2906,Test Set
5.0,2907,Test Set
1.0,2908,Test Set
6.0,2909,Test Set
10.0,2910,Test Set
6.0,2911,Test Set
10.0,2912,Test Set
1.0,2913,Test Set
9.0,2914,Test Set
6.0,2915,Test Set
8.0,2916,Test Set
2.0,2917,Test Set
9.0,2918,Test Set
10.0,2919,Test Set
5.0,2920,Test Set
1.0,2921,Test Set
8.0,2922,Test Set
10.0,2923,Test Set
2.0,2924,Test Set
10.0,2925,Test Set
8.0,2926,Test Set
10.0,2927,Test Set
10.0,2928,Test Set
10.0,2929,Test Set
6.0,2930,Test Set
9.0,2931,Test Set
9.0,2932,Test Set
9.0,2933,Test Set
5.0,2934,Test Set
8.0,2935,Test Set
6.0,2936,Test Set
6.0,2937,Test Set
3.0,2938,Test Set
8.0,2939,Test Set
10.0,2940,Test Set
1.0,2941,Test Set
1.0,2942,Test Set
10.0,2943,Test Set
10.0,2944,Test Set
6.0,2945,Test Set
6.0,2946,Test Set
6.0,2947,Test Set
10.0,2948,Test Set
6.0,2949,Test Set
9.0,2950,Test Set
5.0,2951,Test Set
10.0,2952,Test Set
6.0,2953,Test Set
10.0,2954,Test Set
10.0,2955,Test Set
9.0,2956,Test Set
9.0,2957,Test Set
3.0,2958,Test Set
9.0,2959,Test Set
8.0,2960,Test Set
10.0,2961,Test Set
9.0,2962,Test Set
10.0,2963,Test Set
9.0,2964,Test Set
6.0,2965,Test Set
10.0,2966,Test Set
0.0,2967,Test Set
6.0,2968,Test Set
4.0,2969,Test Set
6.0,2970,Test Set
9.0,2971,Test Set
8.0,2972,Test Set
5.0,2973,Test Set
8.0,2974,Test Set
8.0,2975,Test Set
1.0,2976,Test Set
8.0,2977,Test Set
6.0,2978,Test Set
8.0,2979,Test Set
10.0,2980,Test Set
10.0,2981,Test Set
8.0,2982,Test Set
2.0,2983,Test Set
9.0,2984,Test Set
1.0,2985,Test Set
7.0,2986,Test Set
9.0,2987,Test Set
8.0,2988,Test Set
1.0,2989,Test Set
6.0,2990,Test Set
1.0,2991,Test Set
9.0,2992,Test Set
8.0,2993,Test Set
6.0,2994,Test Set
1.0,2995,Test Set
10.0,2996,Test Set
5.0,2997,Test Set
4.0,2998,Test Set
1.0,2999,Test Set
6.0,3000,Test Set
8.0,3001,Test Set
6.0,3002,Test Set
8.0,3003,Test Set
10.0,3004,Test Set
8.0,3005,Test Set
8.0,3006,Test Set
2.0,3007,Test Set
6.0,3008,Test Set
9.0,3009,Test Set
10.0,3010,Test Set
10.0,3011,Test Set
5.0,3012,Test Set
10.0,3013,Test Set
8.0,3014,Test Set
7.0,3015,Test Set
10.0,3016,Test Set
10.0,3017,Test Set
4.0,3018,Test Set
6.0,3019,Test Set
6.0,3020,Test Set
9.0,3021,Test Set
5.0,3022,Test Set
10.0,3023,Test Set
8.0,3024,Test Set
8.0,3025,Test Set
8.0,3026,Test Set
10.0,3027,Test Set
10.0,3028,Test Set
8.0,3029,Test Set
1.0,3030,Test Set
1.0,3031,Test Set
10.0,3032,Test Set
1.0,3033,Test Set
1.0,3034,Test Set
6.0,3035,Test Set
6.0,3036,Test Set
10.0,3037,Test Set
1.0,3038,Test Set
8.0,3039,Test Set
1.0,3040,Test Set
7.0,3041,Test Set
9.0,3042,Test Set
6.0,3043,Test Set
6.0,3044,Test Set
6.0,3045,Test Set
10.0,3046,Test Set
10.0,3047,Test Set
6.0,3048,Test Set
10.0,3049,Test Set
0.0,3050,Test Set
5.0,3051,Test Set
5.0,3052,Test Set
6.0,3053,Test Set
9.0,3054,Test Set
1.0,3055,Test Set
8.0,3056,Test Set
6.0,3057,Test Set
2.0,3058,Test Set
10.0,3059,Test Set
9.0,3060,Test Set
6.0,3061,Test Set
10.0,3062,Test Set
9.0,3063,Test Set
9.0,3064,Test Set
6.0,3065,Test Set
10.0,3066,Test Set
10.0,3067,Test Set
1.0,3068,Test Set
8.0,3069,Test Set
10.0,3070,Test Set
10.0,3071,Test Set
9.0,3072,Test Set
7.0,3073,Test Set
6.0,3074,Test Set
2.0,3075,Test Set
8.0,3076,Test Set
5.0,3077,Test Set
10.0,3078,Test Set
6.0,3079,Test Set
10.0,3080,Test Set
10.0,3081,Test Set
6.0,3082,Test Set
10.0,3083,Test Set
6.0,3084,Test Set
2.0,3085,Test Set
6.0,3086,Test Set
8.0,3087,Test Set
3.0,3088,Test Set
10.0,3089,Test Set
6.0,3090,Test Set
0.0,3091,Test Set
6.0,3092,Test Set
1.0,3093,Test Set
6.0,3094,Test Set
9.0,3095,Test Set
10.0,3096,Test Set
4.0,3097,Test Set
6.0,3098,Test Set
9.0,3099,Test Set
6.0,3100,Test Set
5.0,3101,Test Set
9.0,3102,Test Set
8.0,3103,Test Set
1.0,3104,Test Set
6.0,3105,Test Set
8.0,3106,Test Set
10.0,3107,Test Set
8.0,3108,Test Set
10.0,3109,Test Set
10.0,3110,Test Set
10.0,3111,Test Set
10.0,3112,Test Set
5.0,3113,Test Set
6.0,3114,Test Set
10.0,3115,Test Set
10.0,3116,Test Set
8.0,3117,Test Set
7.0,3118,Test Set
10.0,3119,Test Set
10.0,3120,Test Set
8.0,3121,Test Set
10.0,3122,Test Set
6.0,3123,Test Set
8.0,3124,Test Set
3.0,3125,Test Set
1.0,3126,Test Set
1.0,3127,Test Set
10.0,3128,Test Set
9.0,3129,Test Set
2.0,3130,Test Set
10.0,3131,Test Set
10.0,3132,Test Set
10.0,3133,Test Set
10.0,3134,Test Set
1.0,3135,Test Set
6.0,3136,Test Set
6.0,3137,Test Set
6.0,3138,Test Set
6.0,3139,Test Set
9.0,3140,Test Set
6.0,3141,Test Set
10.0,3142,Test Set
4.0,3143,Test Set
1.0,3144,Test Set
6.0,3145,Test Set
10.0,3146,Test Set
8.0,3147,Test Set
1.0,3148,Test Set
1.0,3149,Test Set
5.0,3150,Test Set
6.0,3151,Test Set
0.0,3152,Test Set
8.0,3153,Test Set
6.0,3154,Test Set
8.0,3155,Test Set
7.0,3156,Test Set
10.0,3157,Test Set
1.0,3158,Test Set
5.0,3159,Test Set
1.0,3160,Test Set
6.0,3161,Test Set
1.0,3162,Test Set
6.0,3163,Test Set
10.0,3164,Test Set
6.0,3165,Test Set
10.0,3166,Test Set
8.0,3167,Test Set
6.0,3168,Test Set
10.0,3169,Test Set
1.0,3170,Test Set
9.0,3171,Test Set
10.0,3172,Test Set
10.0,3173,Test Set
8.0,3174,Test Set
4.0,3175,Test Set
1.0,3176,Test Set
6.0,3177,Test Set
10.0,3178,Test Set
9.0,3179,Test Set
8.0,3180,Test Set
10.0,3181,Test Set
4.0,3182,Test Set
9.0,3183,Test Set
8.0,3184,Test Set
10.0,3185,Test Set
1.0,3186,Test Set
6.0,3187,Test Set
6.0,3188,Test Set
1.0,3189,Test Set
10.0,3190,Test Set
10.0,3191,Test Set
1.0,3192,Test Set
10.0,3193,Test Set
2.0,3194,Test Set
10.0,3195,Test Set
2.0,3196,Test Set
1.0,3197,Test Set
0.0,3198,Test Set
10.0,3199,Test Set
8.0,3200,Test Set
2.0,3201,Test Set
9.0,3202,Test Set
6.0,3203,Test Set
10.0,3204,Test Set
9.0,3205,Test Set
10.0,3206,Test Set
6.0,3207,Test Set
8.0,3208,Test Set
8.0,3209,Test Set
2.0,3210,Test Set
10.0,3211,Test Set
9.0,3212,Test Set
2.0,3213,Test Set
6.0,3214,Test Set
0.0,3215,Test Set
1.0,3216,Test Set
10.0,3217,Test Set
4.0,3218,Test Set
10.0,3219,Test Set
10.0,3220,Test Set
1.0,3221,Test Set
9.0,3222,Test Set
10.0,3223,Test Set
10.0,3224,Test Set
6.0,3225,Test Set
8.0,3226,Test Set
4.0,3227,Test Set
3.0,3228,Test Set
1.0,3229,Test Set
10.0,3230,Test Set
8.0,3231,Test Set
10.0,3232,Test Set
10.0,3233,Test Set
6.0,3234,Test Set
9.0,3235,Test Set
10.0,3236,Test Set
8.0,3237,Test Set
10.0,3238,Test Set
6.0,3239,Test Set
0.0,3240,Test Set
8.0,3241,Test Set
6.0,3242,Test Set
6.0,3243,Test Set
9.0,3244,Test Set
8.0,3245,Test Set
9.0,3246,Test Set
10.0,3247,Test Set
7.0,3248,Test Set
8.0,3249,Test Set
6.0,3250,Test Set
10.0,3251,Test Set
9.0,3252,Test Set
6.0,3253,Test Set
8.0,3254,Test Set
6.0,3255,Test Set
8.0,3256,Test Set
10.0,3257,Test Set
6.0,3258,Test Set
9.0,3259,Test Set
6.0,3260,Test Set
1.0,3261,Test Set
10.0,3262,Test Set
5.0,3263,Test Set
4.0,3264,Test Set
10.0,3265,Test Set
2.0,3266,Test Set
10.0,3267,Test Set
6.0,3268,Test Set
10.0,3269,Test Set
5.0,3270,Test Set
1.0,3271,Test Set
10.0,3272,Test Set
10.0,3273,Test Set
1.0,3274,Test Set
5.0,3275,Test Set
10.0,3276,Test Set
10.0,3277,Test Set
2.0,3278,Test Set
10.0,3279,Test Set
8.0,3280,Test Set
6.0,3281,Test Set
0.0,3282,Test Set
10.0,3283,Test Set
10.0,3284,Test Set
10.0,3285,Test Set
1.0,3286,Test Set
10.0,3287,Test Set
2.0,3288,Test Set
8.0,3289,Test Set
10.0,3290,Test Set
5.0,3291,Test Set
8.0,3292,Test Set
8.0,3293,Test Set
4.0,3294,Test Set
10.0,3295,Test Set
6.0,3296,Test Set
6.0,3297,Test Set
6.0,3298,Test Set
1.0,3299,Test Set
1.0,3300,Test Set
3.0,3301,Test Set
10.0,3302,Test Set
6.0,3303,Test Set
1.0,3304,Test Set
7.0,3305,Test Set
10.0,3306,Test Set
10.0,3307,Test Set
6.0,3308,Test Set
6.0,3309,Test Set
9.0,3310,Test Set
6.0,3311,Test Set
10.0,3312,Test Set
2.0,3313,Test Set
9.0,3314,Test Set
10.0,3315,Test Set
10.0,3316,Test Set
8.0,3317,Test Set
10.0,3318,Test Set
10.0,3319,Test Set
6.0,3320,Test Set
8.0,3321,Test Set
9.0,3322,Test Set
6.0,3323,Test Set
9.0,3324,Test Set
10.0,3325,Test Set
5.0,3326,Test Set
4.0,3327,Test Set
10.0,3328,Test Set
6.0,3329,Test Set
8.0,3330,Test Set
9.0,3331,Test Set
6.0,3332,Test Set
6.0,3333,Test Set
6.0,3334,Test Set
0.0,3335,Test Set
5.0,3336,Test Set
10.0,3337,Test Set
1.0,3338,Test Set
10.0,3339,Test Set
8.0,3340,Test Set
5.0,3341,Test Set
8.0,3342,Test Set
8.0,3343,Test Set
2.0,3344,Test Set
10.0,3345,Test Set
10.0,3346,Test Set
5.0,3347,Test Set
10.0,3348,Test Set
6.0,3349,Test Set
10.0,3350,Test Set
6.0,3351,Test Set
10.0,3352,Test Set
6.0,3353,Test Set
0.0,3354,Test Set
1.0,3355,Test Set
10.0,3356,Test Set
2.0,3357,Test Set
10.0,3358,Test Set
10.0,3359,Test Set
3.0,3360,Test Set
2.0,3361,Test Set
6.0,3362,Test Set
3.0,3363,Test Set
5.0,3364,Test Set
6.0,3365,Test Set
10.0,3366,Test Set
6.0,3367,Test Set
2.0,3368,Test Set
10.0,3369,Test Set
1.0,3370,Test Set
10.0,3371,Test Set
10.0,3372,Test Set
0.0,3373,Test Set
10.0,3374,Test Set
2.0,3375,Test Set
6.0,3376,Test Set
4.0,3377,Test Set
1.0,3378,Test Set
1.0,3379,Test Set
10.0,3380,Test Set
4.0,3381,Test Set
9.0,3382,Test Set
3.0,3383,Test Set
8.0,3384,Test Set
6.0,3385,Test Set
1.0,3386,Test Set
0.0,3387,Test Set
9.0,3388,Test Set
6.0,3389,Test Set
10.0,3390,Test Set
10.0,3391,Test Set
9.0,3392,Test Set
6.0,3393,Test Set
4.0,3394,Test Set
6.0,3395,Test Set
1.0,3396,Test Set
1.0,3397,Test Set
1.0,3398,Test Set
9.0,3399,Test Set
6.0,3400,Test Set
1.0,3401,Test Set
8.0,3402,Test Set
2.0,3403,Test Set
6.0,3404,Test Set
10.0,3405,Test Set
6.0,3406,Test Set
10.0,3407,Test Set
9.0,3408,Test Set
1.0,3409,Test Set
4.0,3410,Test Set
10.0,3411,Test Set
10.0,3412,Test Set
1.0,3413,Test Set
8.0,3414,Test Set
9.0,3415,Test Set
10.0,3416,Test Set
4.0,3417,Test Set
7.0,3418,Test Set
8.0,3419,Test Set
10.0,3420,Test Set
9.0,3421,Test Set
1.0,3422,Test Set
10.0,3423,Test Set
10.0,3424,Test Set
6.0,3425,Test Set
1.0,3426,Test Set
1.0,3427,Test Set
9.0,3428,Test Set
5.0,3429,Test Set
6.0,3430,Test Set
10.0,3431,Test Set
6.0,3432,Test Set
10.0,3433,Test Set
5.0,3434,Test Set
1.0,3435,Test Set
6.0,3436,Test Set
10.0,3437,Test Set
1.0,3438,Test Set
2.0,3439,Test Set
10.0,3440,Test Set
10.0,3441,Test Set
8.0,3442,Test Set
5.0,3443,Test Set
10.0,3444,Test Set
6.0,3445,Test Set
1.0,3446,Test Set
9.0,3447,Test Set
0.0,3448,Test Set
7.0,3449,Test Set
1.0,3450,Test Set
2.0,3451,Test Set
10.0,3452,Test Set
9.0,3453,Test Set
9.0,3454,Test Set
8.0,3455,Test Set
5.0,3456,Test Set
10.0,3457,Test Set
5.0,3458,Test Set
6.0,3459,Test Set
6.0,3460,Test Set
6.0,3461,Test Set
6.0,3462,Test Set
5.0,3463,Test Set
6.0,3464,Test Set
10.0,3465,Test Set
6.0,3466,Test Set
8.0,3467,Test Set
9.0,3468,Test Set
2.0,3469,Test Set
2.0,3470,Test Set
9.0,3471,Test Set
6.0,3472,Test Set
9.0,3473,Test Set
4.0,3474,Test Set
6.0,3475,Test Set
8.0,3476,Test Set
7.0,3477,Test Set
10.0,3478,Test Set
6.0,3479,Test Set
10.0,3480,Test Set
8.0,3481,Test Set
8.0,3482,Test Set
9.0,3483,Test Set
2.0,3484,Test Set
9.0,3485,Test Set
10.0,3486,Test Set
8.0,3487,Test Set
6.0,3488,Test Set
10.0,3489,Test Set
5.0,3490,Test Set
9.0,3491,Test Set
10.0,3492,Test Set
10.0,3493,Test Set
5.0,3494,Test Set
9.0,3495,Test Set
8.0,3496,Test Set
10.0,3497,Test Set
9.0,3498,Test Set
2.0,3499,Test Set
6.0,3500,Test Set
1.0,3501,Test Set
8.0,3502,Test Set
5.0,3503,Test Set
8.0,3504,Test Set
2.0,3505,Test Set
1.0,3506,Test Set
1.0,3507,Test Set
6.0,3508,Test Set
1.0,3509,Test Set
8.0,3510,Test Set
10.0,3511,Test Set
10.0,3512,Test Set
0.0,3513,Test Set
2.0,3514,Test Set
5.0,3515,Test Set
9.0,3516,Test Set
10.0,3517,Test Set
1.0,3518,Test Set
10.0,3519,Test Set
6.0,3520,Test Set
7.0,3521,Test Set
10.0,3522,Test Set
10.0,3523,Test Set
1.0,3524,Test Set
6.0,3525,Test Set
2.0,3526,Test Set
9.0,3527,Test Set
5.0,3528,Test Set
10.0,3529,Test Set
8.0,3530,Test Set
8.0,3531,Test Set
10.0,3532,Test Set
9.0,3533,Test Set
5.0,3534,Test Set
10.0,3535,Test Set
10.0,3536,Test Set
6.0,3537,Test Set
10.0,3538,Test Set
6.0,3539,Test Set
3.0,3540,Test Set
6.0,3541,Test Set
1.0,3542,Test Set
6.0,3543,Test Set
10.0,3544,Test Set
2.0,3545,Test Set
9.0,3546,Test Set
6.0,3547,Test Set
10.0,3548,Test Set
2.0,3549,Test Set
1.0,3550,Test Set
6.0,3551,Test Set
10.0,3552,Test Set
8.0,3553,Test Set
10.0,3554,Test Set
10.0,3555,Test Set
5.0,3556,Test Set
6.0,3557,Test Set
6.0,3558,Test Set
5.0,3559,Test Set
10.0,3560,Test Set
6.0,3561,Test Set
10.0,3562,Test Set
10.0,3563,Test Set
10.0,3564,Test Set
1.0,3565,Test Set
8.0,3566,Test Set
6.0,3567,Test Set
0.0,3568,Test Set
6.0,3569,Test Set
9.0,3570,Test Set
5.0,3571,Test Set
9.0,3572,Test Set
1.0,3573,Test Set
5.0,3574,Test Set
10.0,3575,Test Set
9.0,3576,Test Set
5.0,3577,Test Set
8.0,3578,Test Set
6.0,3579,Test Set
0.0,3580,Test Set
10.0,3581,Test Set
6.0,3582,Test Set
2.0,3583,Test Set
1.0,3584,Test Set
8.0,3585,Test Set
9.0,3586,Test Set
1.0,3587,Test Set
10.0,3588,Test Set
6.0,3589,Test Set
10.0,3590,Test Set
1.0,3591,Test Set
6.0,3592,Test Set
1.0,3593,Test Set
9.0,3594,Test Set
1.0,3595,Test Set
10.0,3596,Test Set
6.0,3597,Test Set
6.0,3598,Test Set
9.0,3599,Test Set
6.0,3600,Test Set
5.0,3601,Test Set
10.0,3602,Test Set
10.0,3603,Test Set
9.0,3604,Test Set
10.0,3605,Test Set
1.0,3606,Test Set
0.0,3607,Test Set
7.0,3608,Test Set
9.0,3609,Test Set
10.0,3610,Test Set
6.0,3611,Test Set
9.0,3612,Test Set
1.0,3613,Test Set
10.0,3614,Test Set
8.0,3615,Test Set
1.0,3616,Test Set
10.0,3617,Test Set
8.0,3618,Test Set
6.0,3619,Test Set
7.0,3620,Test Set
6.0,3621,Test Set
10.0,3622,Test Set
1.0,3623,Test Set
9.0,3624,Test Set
1.0,3625,Test Set
6.0,3626,Test Set
5.0,3627,Test Set
9.0,3628,Test Set
1.0,3629,Test Set
1.0,3630,Test Set
9.0,3631,Test Set
10.0,3632,Test Set
0.0,3633,Test Set
1.0,3634,Test Set
9.0,3635,Test Set
10.0,3636,Test Set
6.0,3637,Test Set
10.0,3638,Test Set
10.0,3639,Test Set
1.0,3640,Test Set
1.0,3641,Test Set
1.0,3642,Test Set
5.0,3643,Test Set
10.0,3644,Test Set
10.0,3645,Test Set
6.0,3646,Test Set
9.0,3647,Test Set
9.0,3648,Test Set
10.0,3649,Test Set
10.0,3650,Test Set
1.0,3651,Test Set
9.0,3652,Test Set
10.0,3653,Test Set
2.0,3654,Test Set
10.0,3655,Test Set
10.0,3656,Test Set
10.0,3657,Test Set
9.0,3658,Test Set
8.0,3659,Test Set
9.0,3660,Test Set
10.0,3661,Test Set
6.0,3662,Test Set
8.0,3663,Test Set
10.0,3664,Test Set
6.0,3665,Test Set
9.0,3666,Test Set
6.0,3667,Test Set
2.0,3668,Test Set
4.0,3669,Test Set
1.0,3670,Test Set
8.0,3671,Test Set
0.0,3672,Test Set
10.0,3673,Test Set
8.0,3674,Test Set
9.0,3675,Test Set
7.0,3676,Test Set
10.0,3677,Test Set
1.0,3678,Test Set
10.0,3679,Test Set
5.0,3680,Test Set
8.0,3681,Test Set
9.0,3682,Test Set
10.0,3683,Test Set
2.0,3684,Test Set
10.0,3685,Test Set
10.0,3686,Test Set
2.0,3687,Test Set
9.0,3688,Test Set
4.0,3689,Test Set
9.0,3690,Test Set
10.0,3691,Test Set
10.0,3692,Test Set
5.0,3693,Test Set
10.0,3694,Test Set
6.0,3695,Test Set
1.0,3696,Test Set
10.0,3697,Test Set
10.0,3698,Test Set
6.0,3699,Test Set
10.0,3700,Test Set
10.0,3701,Test Set
10.0,3702,Test Set
10.0,3703,Test Set
10.0,3704,Test Set
10.0,3705,Test Set
1.0,3706,Test Set
6.0,3707,Test Set
6.0,3708,Test Set
6.0,3709,Test Set
10.0,3710,Test Set
10.0,3711,Test Set
10.0,3712,Test Set
9.0,3713,Test Set
3.0,3714,Test Set
1.0,3715,Test Set
5.0,3716,Test Set
1.0,3717,Test Set
0.0,3718,Test Set
9.0,3719,Test Set
7.0,3720,Test Set
0.0,3721,Test Set
1.0,3722,Test Set
9.0,3723,Test Set
8.0,3724,Test Set
10.0,3725,Test Set
10.0,3726,Test Set
10.0,3727,Test Set
6.0,3728,Test Set
9.0,3729,Test Set
8.0,3730,Test Set
6.0,3731,Test Set
1.0,3732,Test Set
0.0,3733,Test Set
10.0,3734,Test Set
5.0,3735,Test Set
10.0,3736,Test Set
6.0,3737,Test Set
10.0,3738,Test Set
10.0,3739,Test Set
9.0,3740,Test Set
10.0,3741,Test Set
10.0,3742,Test Set
8.0,3743,Test Set
10.0,3744,Test Set
10.0,3745,Test Set
1.0,3746,Test Set
6.0,3747,Test Set
5.0,3748,Test Set
5.0,3749,Test Set
10.0,0,Prediction Logistic Regression
10.0,1,Prediction Logistic Regression
10.0,2,Prediction Logistic Regression
8.0,3,Prediction Logistic Regression
7.0,4,Prediction Logistic Regression
10.0,5,Prediction Logistic Regression
10.0,6,Prediction Logistic Regression
10.0,7,Prediction Logistic Regression
10.0,8,Prediction Logistic Regression
6.0,9,Prediction Logistic Regression
10.0,10,Prediction Logistic Regression
7.0,11,Prediction Logistic Regression
10.0,12,Prediction Logistic Regression
10.0,13,Prediction Logistic Regression
10.0,14,Prediction Logistic Regression
10.0,15,Prediction Logistic Regression
10.0,16,Prediction Logistic Regression
6.0,17,Prediction Logistic Regression
10.0,18,Prediction Logistic Regression
10.0,19,Prediction Logistic Regression
10.0,20,Prediction Logistic Regression
10.0,21,Prediction Logistic Regression
10.0,22,Prediction Logistic Regression
10.0,23,Prediction Logistic Regression
10.0,24,Prediction Logistic Regression
10.0,25,Prediction Logistic Regression
10.0,26,Prediction Logistic Regression
10.0,27,Prediction Logistic Regression
7.0,28,Prediction Logistic Regression
10.0,29,Prediction Logistic Regression
10.0,30,Prediction Logistic Regression
9.0,31,Prediction Logistic Regression
8.0,32,Prediction Logistic Regression
10.0,33,Prediction Logistic Regression
8.0,34,Prediction Logistic Regression
6.0,35,Prediction Logistic Regression
10.0,36,Prediction Logistic Regression
10.0,37,Prediction Logistic Regression
10.0,38,Prediction Logistic Regression
10.0,39,Prediction Logistic Regression
10.0,40,Prediction Logistic Regression
10.0,41,Prediction Logistic Regression
10.0,42,Prediction Logistic Regression
10.0,43,Prediction Logistic Regression
9.0,44,Prediction Logistic Regression
9.0,45,Prediction Logistic Regression
9.0,46,Prediction Logistic Regression
9.0,47,Prediction Logistic Regression
6.0,48,Prediction Logistic Regression
10.0,49,Prediction Logistic Regression
10.0,50,Prediction Logistic Regression
10.0,51,Prediction Logistic Regression
10.0,52,Prediction Logistic Regression
9.0,53,Prediction Logistic Regression
8.0,54,Prediction Logistic Regression
10.0,55,Prediction Logistic Regression
10.0,56,Prediction Logistic Regression
9.0,57,Prediction Logistic Regression
10.0,58,Prediction Logistic Regression
10.0,59,Prediction Logistic Regression
7.0,60,Prediction Logistic Regression
10.0,61,Prediction Logistic Regression
10.0,62,Prediction Logistic Regression
7.0,63,Prediction Logistic Regression
2.0,64,Prediction Logistic Regression
10.0,65,Prediction Logistic Regression
6.0,66,Prediction Logistic Regression
10.0,67,Prediction Logistic Regression
5.0,68,Prediction Logistic Regression
6.0,69,Prediction Logistic Regression
10.0,70,Prediction Logistic Regression
9.0,71,Prediction Logistic Regression
10.0,72,Prediction Logistic Regression
10.0,73,Prediction Logistic Regression
10.0,74,Prediction Logistic Regression
10.0,75,Prediction Logistic Regression
8.0,76,Prediction Logistic Regression
2.0,77,Prediction Logistic Regression
10.0,78,Prediction Logistic Regression
10.0,79,Prediction Logistic Regression
6.0,80,Prediction Logistic Regression
9.0,81,Prediction Logistic Regression
10.0,82,Prediction Logistic Regression
9.0,83,Prediction Logistic Regression
10.0,84,Prediction Logistic Regression
10.0,85,Prediction Logistic Regression
2.0,86,Prediction Logistic Regression
10.0,87,Prediction Logistic Regression
10.0,88,Prediction Logistic Regression
10.0,89,Prediction Logistic Regression
9.0,90,Prediction Logistic Regression
9.0,91,Prediction Logistic Regression
10.0,92,Prediction Logistic Regression
6.0,93,Prediction Logistic Regression
10.0,94,Prediction Logistic Regression
5.0,95,Prediction Logistic Regression
9.0,96,Prediction Logistic Regression
6.0,97,Prediction Logistic Regression
10.0,98,Prediction Logistic Regression
9.0,99,Prediction Logistic Regression
10.0,100,Prediction Logistic Regression
10.0,101,Prediction Logistic Regression
8.0,102,Prediction Logistic Regression
10.0,103,Prediction Logistic Regression
